label,oracle_cloud_infrastructure_foundations_associate,aws_certified_cloud_practitioner,aws_certified_solutions_architect_-_associate1,aws_cloud_practitioner,mta_security_fundamentals,mta_python,google_cloud_certified_associate_cloud_engineer,mta_java,microsoft_azure_fundamentals,junipernetworksjnciajunosjn0103certifiedassociate,mta49,thub,owl_coder,hero_vired,both,photoshop,unreal_engine,react_js,bootstrap,cloud,python,java_script,express_js,c++,sql,maya,blender,css,c#,c
acuvate,0,43,0,33,0,0,0,0,0,0,0,0,0,0,0,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0
acuvate,0,0,0,0,42,36,33,0,0,0,0,35,0,0,0,18,12,0,10,0,0,0,7,0,0,0,0,0,0,0
acuvate,0,0,0,0,0,17,0,0,0,0,0,14,32,42,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
acuvate,28,18,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,36,0,0
acuvate,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,50,0,0,0,0
acuvate,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0
acuvate,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,54,0,0,0,0,0,68,0,0,0,0,0
acuvate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0
adp,0,69,0,0,0,74,0,0,0,0,0,0,94,0,0,0,0,0,0,95,95,86,0,0,0,0,0,0,0,0
adp,69,67,0,0,0,0,0,0,0,0,0,58,63,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0
adp,0,65,0,62,0,0,0,0,0,0,0,69,60,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
adp,0,90,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,82,0,0
adp,0,77,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
adp,0,67,0,76,0,0,0,0,0,0,0,0,87,0,0,0,0,90,0,0,91,93,0,0,0,0,0,0,0,0
adp,89,93,0,0,0,0,0,0,0,0,0,79,91,0,0,0,81,0,0,0,0,0,0,0,0,0,84,0,0,0
adp,0,69,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,57,0,0,0,0,0,0,52,0,0,0,0,0
adp,0,0,0,0,0,0,0,0,0,0,0,64,50,0,0,45,0,0,39,0,0,0,32,0,0,17,0,0,0,0
adp,0,0,0,0,0,33,0,0,23,0,0,25,43,0,0,0,0,50,0,0,0,0,0,0,0,0,0,42,0,0
adp,56,0,0,0,0,0,0,44,0,0,0,42,51,56,0,0,0,0,0,71,0,74,0,0,0,0,0,0,65,61
adp,0,0,0,0,0,52,0,0,0,0,0,43,42,0,0,31,0,0,22,0,0,0,23,0,0,14,0,0,0,0
adp,0,0,0,0,0,0,0,0,0,0,0,13,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
adp,0,0,0,0,0,0,0,0,0,0,0,35,45,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
adp,0,42,0,0,0,0,0,32,0,0,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,27,0,0,0,0
adp,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,27,0,0,0,0,0,0,0,0,0,28,0,0,0
adp,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,37,38,0,0,0,0,0,0,0,0,0,0
adp,0,50,0,0,0,0,0,0,0,0,0,53,49,0,0,0,0,0,57,0,0,0,49,0,0,50,0,0,0,0
adp,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,37,0
adp,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,20,0,0,10,0,0,0,1,0,0,5,0,0,0,0
adp,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,13,0,0,0,0,0,0,0,0,0,0,20,0,0,0
aimlds,0,0,0,0,0,0,0,0,0,0,0,0,32,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
aloha,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0,0,0,28,0,0,24,0,18,0,0,0,0,0,0
alohatechnology,0,0,0,0,0,8,0,12,0,0,0,11,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
altcognito,24,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
altcognito,21,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,20,0,0,0,0,0,0
altcognito,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,31,0,0,0,0,30,29,0,0,0,0,0,0
altcognito,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
altcognito,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,39,0,0,48,0,0,0,49,0,0,0,0,0,0,0
amazon,55,70,55,43,43,39,42,57,42,44,48,54,58,50,55,59,46,53,68,78,85,76,81,67,57,67,58,63,72,60
aparna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,73,0,0,0,0,0,0,0
aparna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,77,0,0,70,0,0,0,0
aparna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,75,0,0
aparna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,64,0,69,0,0,0,0,0,0,0,0
aparna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,46,0,0,0,0,45,0,0,0,0,0,0
appsassociates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0
appsassociates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,55,0,0,0
appsassociates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
appsassociates,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,47,39,42,0,0,0,0,0,0,0,0,0
aptonline,0,0,0,0,0,0,0,0,0,0,0,50,53,0,0,0,0,0,52,0,0,0,0,0,0,0,0,52,0,0
apxor,0,62,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,65,0,72,0,0,0,0,0,0,0
ashvaallterrain,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,72,0,0,0,0,0,0,0,0,0
ashvaallterrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
atkins,0,60,0,0,0,0,0,0,0,0,0,55,66,71,0,0,0,80,95,0,0,0,0,83,0,0,0,0,0,0
atkins,0,0,0,0,0,0,0,0,0,0,0,76,64,75,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
atkins,0,0,0,0,0,0,0,0,0,0,0,0,73,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
autocracymachinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,52,0,47,0,0,0,0,0,0
autocracymachinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,58,0,0,0,0
autocracymachinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,29,0,0,0,0
autocracymachinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,39,0,0,0,0,0
ball_beverage_packaging_(india)_pvt_ltd,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,57,65,0,0,0,0,0
ballcorporation,61,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,64,0,58,0,0,0,0,0,0,0,0,0,0
besten_engineers_&_consultants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,40,0,0,0,0,0
besten_engineers_&_consultants,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,24,0,0,0,0,0,0,0,0,30,0,0,0,0
besten_engineers_&_consultants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,28,0,0,0,0,0,0,0,0
besten_engineers_&_consultants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,25,0,0,0,0,0,0
besten_engineers_&_consultants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
bharath_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,47,0,0
bharath_group,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
bharath_group,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,20,0,0,0,0,27,0,0,0,22,22,0
bscpl,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,21,0,0,22,0,0,0,0
bscpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0
bscpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,0
bscpl,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
bscpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
bscpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,0,0,0,0,0
bscpl,17,0,0,0,0,0,19,13,0,0,0,0,0,0,0,21,0,0,22,0,0,0,15,0,0,0,0,0,0,0
bscpl,7,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0
bscpl,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,34,0,0,0
bscpl,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,62,0,0,0
bscpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,74,80,0,0,0,0,0,0,0,0,0
bscpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,68,0,0,0,0,0,0,0,0,0,0
byjus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,83,0,0
byjus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,93,90,0
cartrade_tech,0,0,0,0,0,0,0,0,0,0,0,74,82,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0
cartrade_tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,82,0,94,0,0,0,0,0,0,0,0
cdk,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,87,84,0,0,0,0,76,0,0,0,0,0,0
cdk_global,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,88,0,0,0,0
cdk_global,77,85,0,0,0,0,0,0,0,0,0,79,83,0,0,0,0,0,0,90,79,0,0,0,0,0,0,0,0,0
cdk_global,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,66,0,71,0,65,0,0,0,0,0,0,0,0
celebaltechnology,72,0,0,0,0,67,0,0,0,0,0,0,78,93,0,0,0,94,0,0,0,0,94,75,0,0,0,0,0,0
celebaltechnology,0,0,0,0,0,0,0,0,0,0,0,0,89,78,0,0,0,0,65,0,0,0,62,0,0,55,0,0,0,0
cognizant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,54,56,0
cohance,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,22,0,0,31,0,0,0,31,0,0,0,0,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,31,0,0,25,0,12,0,0,0,0,0,0
cohance,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,3,9,0
cohance,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,22,0,0,0,29,0,0,16,0,0,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
cohance,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,8
cohance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,19,0,0,0,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,19,0,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,37,0,0,0,40,0,0,40,0,0,0,0
cohance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,13,0,0,0,0,0,0,0,0,0
deevyashaktiindia,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,20,0,0,20,0,0,0,21,0,0,29,0,0,0,0
deevyashaktiindia,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0
deevyashaktiindia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,22,0,0,0,0,0,0,0,0
deevyashaktiindia,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0
deevyashaktiindia,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
deevyashaktiindia,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
deevyashaktiindia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,0,0,0,0,32,0,0,0,0,0,0
deloitte_usi,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
deloitte_usi,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0
deloitte_usi,3,0,0,0,17,10,1,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
deloitte_usi,13,25,0,0,0,29,0,0,26,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deloitte_usi,0,0,0,0,0,0,0,0,33,0,0,42,0,0,0,0,0,0,40,37,0,27,0,0,0,0,0,0,0,0
deloitte_usi,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,41,28,0,0,0,0,0,0,0,0,0
deloitte_usi,0,0,0,0,0,0,0,0,0,0,0,38,24,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0
deloitte_usi,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,25
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,27,0,0,0,0,0,0
delphi_tvs,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,52,0,0,0,65,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,67
delphi_tvs,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,0,0,0,93,82,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,82,0,87,0,0,91,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
delphi_tvs,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,90,0,0,0,0,0,0,0,0,0,76
delphi_tvs,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,81,0,0,0,0,0,78,0,0,0,0,0
delphi_tvs,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,89,0,0
delphi_tvs,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,92,0,0,0,0,0,0,0,0,0,0
delphi_tvs,80,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
delphi_tvs,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,76,0,0,0,0,0,0,0,0,0,0
delphi_tvs,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
delphi_tvs,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0
delphi_tvs,49,31,0,31,0,0,0,0,0,0,0,39,0,0,0,0,40,0,0,0,0,0,0,0,0,0,38,0,0,0
delphi_tvs,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,40,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,47,0,0,0,52,0,0,0,52,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,33,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,0,49,0,0,0,43,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,24,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,6,15,0,5,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,33
delphi_tvs,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,37,33,36,0,0,45,0,0,0,0,0,0
delphi_tvs,44,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
delphi_tvs,55,58,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,68,0,62,0,0,0,0,0,0,0,0
delphi_tvs,69,0,0,0,56,66,73,71,64,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
delphi_tvs,72,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,77,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,69,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,83,0,0,0,0,0,80,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
delphi_tvs,94,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,87,0,94,0,83,0,68,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,61,69,0,0,0
delphi_tvs,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,76,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,82,0,0,0,78,0,0,0,0,0,0,0,0,0,64,72,0,79,0,0,0,72,0,0,0,0,0,0,0
delphi_tvs,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
delphi_tvs,42,52,0,37,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,32,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,42,45,0,0,0,0,45,42,29,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,25,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,30,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,38,41,0,50,41,0,0,0,0,0,0,0,0,0,51,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,34
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,29,31,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,27,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,54,49,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,58,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,67,73,0,0,0,0,71,0,0,0,0,0,0,0,0,62,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,59,60,0,0,0,55,49,0,0,0,0,53,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,0,41,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,24,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,19,20
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,35,34,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0
